effective_date,province,metric_category,metric,vaccine_type,vet_channel,value,unit,source_file,source_org,submitted_date,ingested_date,version,superseded_by,notes
2026-06-18,NW,disease,positive_cases,all,all,23,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Greater Taung, District: DRSM."
2026-06-18,NW,disease,positive_cases,all,all,8,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Mamusa, District: DRSM."
2026-06-18,NW,disease,positive_cases,all,all,11,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Molopo, District: DRSM."
2026-06-18,NW,disease,positive_cases,all,all,49,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Kagisano, District: DRSM."
2026-06-18,NW,disease,positive_cases,all,all,8,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Lekwa Teemane, District: DRSM."
2026-06-18,NW,disease,positive_cases,all,all,12,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Ratlou, District: DRSM."
2026-06-18,NW,disease,positive_cases,all,all,32,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Mahikeng, District: NMM."
2026-06-18,NW,disease,positive_cases,all,all,6,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Tswaing, District: NMM."
2026-06-18,NW,disease,positive_cases,all,all,15,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Ditsobotla, District: NMM."
2026-06-18,NW,disease,positive_cases,all,all,23,cases,23 JUNE 2026- RPO JIC FMD UPDATE.pdf,NW-RPO,2026-06-23,2026-06-29,1,,"Cumulative confirmed FMD cases as at 18 Jun 2026. Municipality: Ramotshere Moiloa, District: NMM."
2026-06-25,EC,disease,positive_cases,all,all,411,cases,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,Confirmed outbreaks Dec 2025 to date. Provincial JOC 25 Jun 2026.
2026-06-25,EC,disease,suspected_cases,all,all,235,cases,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,Asterisk on slide — some figures under review. Dec 2025 to date.
2026-06-25,EC,vaccine_receipt,doses_received,all,all,1117680,doses,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,Total all channels all vaccine types. Includes industry/MPO allocations.
2026-06-25,EC,animals_vaccinated,animals_vaccinated,all,all,1001292,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,All channels incl MPO dairy (304884). JOC state+private excl MPO: 696408.
2026-06-25,EC,animals_vaccinated,animals_vaccinated,all,state,696408,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,JOC-tracked state+private excl MPO dairy (304884). Sum of 6 district JOC totals.
2026-06-25,EC,vaccine_admin,doses_administered,bioaftogen,all,392402,doses,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"Biogenesis all channels incl MPO (131499). Alfred Nzo 80873, Amathole 89512, ChrisHani 52986, JoeGqabi 17829, ORTambo 16888, SBarrtman 2815, MPO 131499."
2026-06-25,EC,vaccine_admin,doses_administered,dolvet,all,602462,doses,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"DolVet all channels incl MPO (173385). Alfred Nzo 42342, Amathole 186656, ChrisHani 55838, JoeGqabi 64054, ORTambo 80872, SBaartman 2316, MPO 173385."
2026-06-25,EC,vaccine_admin,doses_administered,obp_arc,all,2177,doses,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"ARC-OVI: Amathole 965, SBaartman 1212."
2026-06-25,EC,vaccine_admin,doses_administered,bvi,all,1250,doses,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"BVI: Alfred Nzo 20, Amathole 800, plus 430 unallocated in slide."
2026-06-25,EC,logistics,vaccine_balance,all,all,116388,doses,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,Derived: 1117680 received - 1001292 administered = 116388. Slide states 89.5% utilisation.
2026-06-25,EC,logistics,vaccine_utilisation,all,all,89.5,percent,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,As stated on summary slide 16.
2026-06-25,EC,animals_vaccinated,animals_vaccinated_district,all,all,123685,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"Alfred Nzo district total. Communal 91229, Commercial 32436."
2026-06-25,EC,animals_vaccinated,animals_vaccinated_district,all,all,277933,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"Amathole district total. Communal 188632, Commercial 89301."
2026-06-25,EC,animals_vaccinated,animals_vaccinated_district,all,all,108824,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"Chris Hani district total. Communal 45640, Commercial 63184."
2026-06-25,EC,animals_vaccinated,animals_vaccinated_district,all,all,81883,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"Joe Gqabi district total. Communal 32879, Commercial 49004."
2026-06-25,EC,animals_vaccinated,animals_vaccinated_district,all,all,97760,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,OR Tambo district total. Predominantly communal 97760.
2026-06-25,EC,animals_vaccinated,animals_vaccinated_district,all,all,6343,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"Sarah Baartman district total. Communal 2367, Commercial 3976."
2026-06-25,EC,animals_vaccinated,animals_vaccinated_district,all,private,304884,animals,EC FMD Update - 25.06.2026.pptx,EC-DRDAR,2026-06-25,2026-06-29,1,,"MPO dairy sector vaccinations within EC. AlfrNzo 11757, Amathole 3273, BufCty 10851, ChrisHani 57836, NelMandela 6188, SBaartman 214979."
2026-06-26,KZN,animals_vaccinated,dairy_cows_vaccinated,all,private,360200,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,KZN,animals_vaccinated,booster_vaccinations,all,private,240000,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. Second/booster vaccination.
2026-06-26,EC,animals_vaccinated,dairy_cows_vaccinated,all,private,307275,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,EC,animals_vaccinated,booster_vaccinations,all,private,10328,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. Second/booster vaccination.
2026-06-26,FS,animals_vaccinated,dairy_cows_vaccinated,all,private,15104,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,LP,animals_vaccinated,dairy_cows_vaccinated,all,private,5475,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,GP,animals_vaccinated,dairy_cows_vaccinated,all,private,14832,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,MP,animals_vaccinated,dairy_cows_vaccinated,all,private,9863,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,NW,animals_vaccinated,dairy_cows_vaccinated,all,private,6342,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,WC,animals_vaccinated,dairy_cows_vaccinated,all,private,216827,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,NC,animals_vaccinated,dairy_cows_vaccinated,all,private,0,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 snapshot 26 Jun 2026. First vaccination.
2026-06-26,national,animals_vaccinated,dairy_cows_vaccinated,all,private,935918,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 national total first vaccinations across all provinces.
2026-06-26,national,animals_vaccinated,booster_vaccinations,all,private,250328,animals,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36 national total booster/second vaccinations.
2026-06-26,national,disease,dairy_farms_active_fmd_prov,all,all,124,farms,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,MPO Week 36: 124 active dairy FMD farms out of 171 total reported cases.
2026-06-26,national,disease,positive_cases,all,private,171,farms,Week 36 - Update on the state of FMD and vaccine rollouts in the dairy industry.pdf,MPO,2026-06-26,2026-06-29,1,,"MPO Week 36: 171 dairy farms reported FMD cases to date, 124 still active."
2026-06-24,national,logistics,gln_registrations,all,all,12500,registrations,24-june-2026-outcomes.pdf,AgriSA-NAT,2026-06-24,2026-06-29,1,,GLN registrations approx 12500 as reported at 24 Jun 2026 FMD Weekly Engagement. Growing ~1000/week.
2026-06-24,national,logistics,vaccination_sites,all,private,650,sites,24-june-2026-outcomes.pdf,AgriSA-NAT,2026-06-24,2026-06-29,1,,Approx 650 sites received vaccines via RMIS industry system as at 24 Jun 2026 meeting.
2026-06-24,national,animals_vaccinated,booster_vaccinations,all,private,260000,animals,24-june-2026-outcomes.pdf,AgriSA-NAT,2026-06-24,2026-06-29,1,,Dairy sector approx 260000 booster doses administered nationally as reported at 24 Jun 2026 engagement.
2026-06-24,national,vaccine_receipt,doses_distributed_industry,all,private,1900000,doses,24-june-2026-outcomes.pdf,AgriSA-NAT,2026-06-24,2026-06-29,1,,Industry expected to dispatch ~1.9M doses by end of following week per 24 Jun 2026 engagement. Approx figure.
2026-06-24,LP,disease,positive_cases,all,all,84,cases,24-june-2026-outcomes.pdf,AgriSA-NAT,2026-06-24,2026-06-29,1,,Limpopo 84 positive cases reported at 24 Jun 2026 engagement. Consistent with LP-LDARD 21 Jun figure.
2026-06-24,LP,animals_vaccinated,animals_vaccinated,all,all,500000,animals,24-june-2026-outcomes.pdf,AgriSA-NAT,2026-06-24,2026-06-29,1,,Limpopo approximately 500000 cattle vaccinated reported at 24 Jun 2026 engagement. Approximate; LP-LDARD 21 Jun shows 495102.
2026-06-25,national,classification,new_control_measures_approved,all,all,1,event,MEDIA STATEMENT NEW FMD CONTROL MEASURES GIVE FARMERS A CLEARER PATH TO RECOVERY WHILE PROTECTING TRADE.pdf,Ministry,2026-06-25,2026-06-29,1,,Minister Steenhuisen approved new national FMD control measures 25 Jun 2026. Replaces Section 9 directives incl 2019 FMD Contingency Plan. Pending gazette publication. Key provisions: 16-day pathway to FMD abattoirs post clinical clearance; 42-day pathway to export-approved abattoirs; risk-based movement controls; provisions for communal/peri-urban systems; well-fenced farms may manage within affected portions only. Formal 12-month review planned.
2026-06-26,FS,disease,positive_cases,all,all,648,cases,WhatsApp Image 2026-06-29 at 12.50.17.jpeg,FS-Landbou,2026-06-29,2026-06-30,1,,Cumulative confirmed FMD cases FS as at 26 Jun 2026 per FS FMD timeline chart (Vrystaat Landbou / Free State Agriculture). WhatsApp image; chart title: FS FMD timeline Jul.2025-26 Jun.2026. Value 648 read from orange step-line final data point. Supersedes 634 from FS-DARDLEA 23 Jun.
2026-06-26,FS,disease,positive_cases,all,all,648,cases,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,suspected_cases,all,all,414,cases,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,negative_cases,all,all,0,cases,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,pending_cases,all,all,0,cases,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,vaccine_receipt,doses_received,bioaftogen,all,539980,doses,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,vaccine_receipt,doses_received,dolvet,all,732200,doses,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,vaccine_receipt,doses_received,all,all,1272180,doses,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,animals_vaccinated,animals_vaccinated,all,all,1106191,animals,FS FMD Vaccine Data - 26.06.2026.xlsx,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,new_cases_week,all,all,14,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,119,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,94,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,64,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,74,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,67,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,43,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,29,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,43,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,46,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,9,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,8,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,9,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,2,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,20,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases_district,all,all,21,cases,WhatsApp Image 2026-06-29 at 15.23.14.jpeg,FS-DARDLEA,2026-06-29,2026-06-30,1,,
2026-06-26,FS,disease,positive_cases,all,all,620,cases,WhatsApp Image 2026-06-29 at 12.50.17.jpeg,FS-Landbou,2026-06-29,2026-06-30,1,,Vrystaat Landbou timeline: cumulative at ~18 Jun
2026-06-29,WC,disease,positive_cases,all,all,39,cases,WC GIS portal (gis.westerncape.gov.za),WC-GIS,2026-06-29,2026-07-01,1,,WC GIS portal last updated 29 June 2026. Up from 38 at 22 June. Session 50.
2026-06-29,WC,vaccine_admin,doses_administered,all,all,376020,doses,WC GIS portal (gis.westerncape.gov.za),WC-GIS,2026-06-29,2026-07-01,1,,"WC GIS portal ""Vaccinations"", last updated 29 June 2026. Up from 339,410 at 22 June. Session 50."
2026-06-29,WC,vaccine_receipt,doses_received,all,all,497100,doses,WC GIS portal (gis.westerncape.gov.za),WC-GIS,2026-06-29,2026-07-01,1,,"WC GIS portal ""Vaccines Received"", last updated 29 June 2026. Unchanged from 22 June. Session 50."
2026-06-29,WC,operations,vaccination_sites,all,all,1777,sites,WC GIS portal (gis.westerncape.gov.za),WC-GIS,2026-06-29,2026-07-01,1,,"WC GIS portal ""Vaccination Sites"", last updated 29 June 2026. Up from 1,595 at 22 June. Session 50."
2026-06-29,WC,operations,private_vets_vaccinating,all,private,29,vets,WC GIS portal (gis.westerncape.gov.za),WC-GIS,2026-06-29,2026-07-01,1,,"WC GIS portal ""Private Vets Vaccinating"", last updated 29 June 2026. Unchanged. Session 50."
2026-06-24,EC,logistics,feedlot_vaccine_orders,all,feedlot,198809,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Eastern Cape as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,FS,logistics,feedlot_vaccine_orders,all,feedlot,536260,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Free State as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,GP,logistics,feedlot_vaccine_orders,all,feedlot,500508,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Gauteng as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,KZN,logistics,feedlot_vaccine_orders,all,feedlot,188423,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for KwaZulu-Natal as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,LP,logistics,feedlot_vaccine_orders,all,feedlot,68079,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Limpopo as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,MP,logistics,feedlot_vaccine_orders,all,feedlot,321238,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Mpumalanga as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,NC,logistics,feedlot_vaccine_orders,all,feedlot,103005,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Northern Cape as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,NW,logistics,feedlot_vaccine_orders,all,feedlot,286042,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for North West as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,WC,logistics,feedlot_vaccine_orders,all,feedlot,7430,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Western Cape as at 24 Jun 2026 (1858 orders nationally; VAC-2026-3 to VAC-2026-1860; Apr 30 to 24 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-24,national,logistics,feedlot_vaccine_orders,all,feedlot,2209794,doses,inbox/RMIS/Vaccine Orders Export (2026-06-24).xlsx,RMIS,2026-06-24,2026-07-01,1,,"RMIS cumulative approved feedlot vaccine orders nationally as at 24 Jun 2026 (1858 orders; Apr 30 to 24 Jun 2026). Breakdown by vaccine: Biogenesis Bago 989,011 + Dollvet Biotech 1,201,662 + ARC OVI 19,121 = 2,209,794."
2026-06-30,EC,logistics,feedlot_vaccine_orders,all,feedlot,222613,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Eastern Cape as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,FS,logistics,feedlot_vaccine_orders,all,feedlot,736087,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Free State as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,GP,logistics,feedlot_vaccine_orders,all,feedlot,798178,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Gauteng as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,KZN,logistics,feedlot_vaccine_orders,all,feedlot,211390,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for KwaZulu-Natal as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,LP,logistics,feedlot_vaccine_orders,all,feedlot,121775,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Limpopo as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,MP,logistics,feedlot_vaccine_orders,all,feedlot,463272,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Mpumalanga as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,NC,logistics,feedlot_vaccine_orders,all,feedlot,137143,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Northern Cape as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,NW,logistics,feedlot_vaccine_orders,all,feedlot,481355,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for North West as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,WC,logistics,feedlot_vaccine_orders,all,feedlot,7430,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,RMIS cumulative approved feedlot vaccine orders for Western Cape as at 30 Jun 2026 (2306 orders nationally; VAC-2026-3 to VAC-2026-2308; Apr 30 to 30 Jun 2026). Approved quantities (not requested). All vaccine types combined.
2026-06-30,national,logistics,feedlot_vaccine_orders,all,feedlot,3179243,doses,inbox/RMIS/Vaccine Orders Export (2026-06-30) (1).xlsx,RMIS,2026-06-30,2026-07-01,1,,"RMIS cumulative approved feedlot vaccine orders nationally as at 30 Jun 2026 (2306 orders; Apr 30 to 30 Jun 2026). Breakdown by vaccine: Biogenesis Bago 1,740,590 + Dollvet Biotech 1,419,639 + ARC OVI 19,014 = 3,179,243."
